Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1987-07-24 00:00:00-04:00,0.0,1.9351353645324707,1.9044189301748125,1.9351353645324707,15566400,0.0,0.0
1987-07-27 00:00:00-04:00,0.0,1.935135492324829,1.9044190559387206,1.919777274131775,1931200,0.0,0.0
1987-07-28 00:00:00-04:00,0.0,1.9197775231253718,1.9044193029403687,1.9044193029403687,2074800,0.0,0.0
1987-07-29 00:00:00-04:00,0.0,1.9197775231253718,1.9044193029403687,1.9044193029403687,4930800,0.0,0.0
1987-07-30 00:00:00-04:00,0.0,1.9197773005141587,1.873702645301819,1.8737026453018188,4654400,0.0,0.0
1987-07-31 00:00:00-04:00,0.0,1.8583443575891954,1.7508368327699857,1.7815532684326172,3006800,0.0,0.0
1987-08-03 00:00:00-04:00,0.0,1.8890591859817507,1.7201189335768787,1.8890591859817505,1277600,0.0,0.0
1987-08-04 00:00:00-04:00,0.0,1.919777679049279,1.842986571887308,1.8583447933197021,698400,0.0,0.0
1987-08-05 00:00:00-04:00,0.0,1.8737030147520963,1.842986571887308,1.8583447933197021,262000,0.0,0.0
1987-08-06 00:00:00-04:00,0.0,1.8583438436190287,1.827627416451772,1.8429856300354004,480400,0.0,0.0
1987-08-07 00:00:00-04:00,0.0,1.8890591859817507,1.8429845716895128,1.8890591859817505,582400,0.0,0.0
1987-08-10 00:00:00-04:00,0.0,1.9504937105178832,1.873702619552612,1.919777274131775,1524800,0.0,0.0
1987-08-11 00:00:00-04:00,0.0,1.9351353645324707,1.9044189301748125,1.9351353645324707,2395200,0.0,0.0
1987-08-12 00:00:00-04:00,0.0,1.9351353645324707,1.9197771473536416,1.9351353645324707,1514400,0.0,0.0
1987-08-13 00:00:00-04:00,0.0,1.9351357433103746,1.8890610827553658,1.9044193029403687,516000,0.0,0.0
1987-08-14 00:00:00-04:00,0.0,1.9351357433103746,1.8890610827553658,1.9044193029403687,324000,0.0,0.0
1987-08-17 00:00:00-04:00,0.0,1.9044193029403687,1.8890610827553658,1.9044193029403687,183600,0.0,0.0
1987-08-18 00:00:00-04:00,0.0,1.904417743202017,1.8276267051696775,1.8276267051696777,554400,0.0,0.0
1987-08-19 00:00:00-04:00,0.0,1.8429856300354004,1.7969109892845154,1.8429856300354004,304400,0.0,0.0
1987-08-20 00:00:00-04:00,0.0,1.873702057202657,1.8429856300354004,1.8429856300354004,516000,0.0,0.0
1987-08-21 00:00:00-04:00,0.0,1.8890608637059323,1.8276279900894792,1.8737026453018188,620400,0.0,0.0
1987-08-24 00:00:00-04:00,0.0,1.9351353645324707,1.8890607129959833,1.9351353645324707,1596800,0.0,0.0
1987-08-25 00:00:00-04:00,0.0,2.042644040151076,1.935136459090493,2.0272858142852783,1371600,0.0,0.0
1987-08-26 00:00:00-04:00,0.0,2.15014958727187,2.0580003192459326,2.1194331645965576,1897200,0.0,0.0
1987-08-27 00:00:00-04:00,0.0,2.119434144761827,2.058001271000615,2.073359489440918,604800,0.0,0.0
1987-08-28 00:00:00-04:00,0.0,2.0887176990509033,2.058001262300155,2.0887176990509033,171200,0.0,0.0
1987-08-31 00:00:00-04:00,0.0,2.073359489440918,2.0426430525603116,2.073359489440918,192000,0.0,0.0
1987-09-01 00:00:00-04:00,0.0,2.104076179105844,2.0580015182495117,2.0580015182495117,1219600,0.0,0.0
1987-09-02 00:00:00-04:00,0.0,2.0733600575476885,1.9504942763596775,1.9658524990081787,1449600,0.0,0.0
1987-09-03 00:00:00-04:00,0.0,2.011927166953683,1.9351360537111761,1.9658524990081787,252400,0.0,0.0
1987-09-04 00:00:00-04:00,0.0,1.965851791261688,1.9197771399039922,1.950493574142456,225600,0.0,0.0
1987-09-08 00:00:00-04:00,0.0,1.9504939634953775,1.8583446423853598,1.9044193029403687,536000,0.0,0.0
1987-09-09 00:00:00-04:00,0.0,1.90441739074583,1.8737009812176715,1.8890591859817505,376800,0.0,0.0
1987-09-10 00:00:00-04:00,0.0,1.90441739074583,1.858342776453592,1.8890591859817505,803600,0.0,0.0
1987-09-11 00:00:00-04:00,0.0,1.9504935817112998,1.8890607129959833,1.9351353645324707,519600,0.0,0.0
1987-09-14 00:00:00-04:00,0.0,1.965851791261688,1.9197771399039922,1.950493574142456,206400,0.0,0.0
1987-09-15 00:00:00-04:00,0.0,1.965851791261688,1.9351353570232241,1.950493574142456,78000,0.0,0.0
1987-09-16 00:00:00-04:00,0.0,1.965852499008179,1.9351360537111761,1.9658524990081787,390400,0.0,0.0
1987-09-17 00:00:00-04:00,0.0,1.9504935817112998,1.9351353645324707,1.9351353645324707,134400,0.0,0.0
1987-09-18 00:00:00-04:00,0.0,1.9504937105178832,1.9197772741317747,1.919777274131775,95600,0.0,0.0
1987-09-21 00:00:00-04:00,0.0,1.950493574142456,1.9351353570232241,1.950493574142456,485600,0.0,0.0
1987-09-22 00:00:00-04:00,0.0,1.965851791261688,1.9197771399039922,1.950493574142456,520800,0.0,0.0
1987-09-23 00:00:00-04:00,0.0,1.965851791261688,1.9351353570232241,1.950493574142456,25200,0.0,0.0
1987-09-24 00:00:00-04:00,0.0,1.9504935817112998,1.9351353645324707,1.9351353645324707,46400,0.0,0.0
1987-09-25 00:00:00-04:00,0.0,1.950493574142456,1.9351353570232241,1.950493574142456,161600,0.0,0.0
1987-09-28 00:00:00-04:00,0.0,1.9965683304986288,1.950493676717891,1.9812101125717163,600000,0.0,0.0
1987-09-29 00:00:00-04:00,0.0,1.9812100083809199,1.950493574142456,1.950493574142456,178400,0.0,0.0
1987-09-30 00:00:00-04:00,0.0,1.965852499008179,1.9351360537111761,1.9658524990081787,235200,0.0,0.0
1987-10-01 00:00:00-04:00,0.0,1.965851791261688,1.950493574142456,1.950493574142456,192000,0.0,0.0
1987-10-02 00:00:00-04:00,0.0,1.965852499008179,1.9504942763596775,1.9658524990081787,655600,0.0,0.0
1987-10-05 00:00:00-04:00,0.0,1.9812107216566803,1.9351360537111761,1.9658524990081787,408000,0.0,0.0
1987-10-06 00:00:00-04:00,0.0,1.9812101469039916,1.9197772741317747,1.919777274131775,310400,0.0,0.0
1987-10-07 00:00:00-04:00,0.0,1.9351338002739884,1.8276263669254336,1.8890591859817505,150400,0.0,0.0
1987-10-08 00:00:00-04:00,0.0,1.8890602707862856,1.827627416451772,1.8429856300354004,486000,0.0,0.0
1987-10-09 00:00:00-04:00,0.0,1.8429871609336452,1.750837802886963,1.750837802886963,240400,0.0,0.0
1987-10-12 00:00:00-04:00,0.0,1.7508372926266393,1.5972550739751799,1.6433297395706177,558800,0.0,0.0
1987-10-13 00:00:00-04:00,0.0,1.7047626972198486,1.6433298072299443,1.7047626972198486,371200,0.0,0.0
1987-10-14 00:00:00-04:00,0.0,1.7047616412054816,1.5972541503186495,1.627970576286316,755600,0.0,0.0
1987-10-15 00:00:00-04:00,0.0,1.6126123808398107,1.5511795282363894,1.5511795282363892,269600,0.0,0.0
