Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-07-09 00:00:00-04:00,7.439343322407116,7.700372912667015,7.352333458987149,7.656867980957031,1116800,0.0,0.0
1986-07-10 00:00:00-04:00,7.700376990182059,7.743881944928851,7.439347261701311,7.613367080688477,595600,0.0,0.0
1986-07-11 00:00:00-04:00,7.569860661523583,7.613365607854178,7.352335929870606,7.3523359298706055,800400,0.0,0.0
1986-07-14 00:00:00-04:00,7.39584009821822,7.39584009821822,7.0478005641844215,7.134810447692871,738000,0.0,0.0
1986-07-15 00:00:00-04:00,7.091303735409143,7.091303735409143,6.482234702920014,6.91728401184082,2059200,0.0,0.0
1986-07-16 00:00:00-04:00,6.917285716092145,7.308830190587926,6.917285716092145,7.047800540924072,1160400,0.0,0.0
1986-07-17 00:00:00-04:00,7.047800789581486,7.1348106758726155,6.9607909032903565,7.091305732727051,1046000,0.0,0.0
1986-07-18 00:00:00-04:00,7.091305505938646,7.200067860324208,6.960790680675972,7.134810447692871,1420000,0.0,0.0
1986-07-21 00:00:00-04:00,7.134810447692871,7.1783153894470955,7.091305505938646,7.134810447692871,322800,0.0,0.0
1986-07-22 00:00:00-04:00,7.1348106758726155,7.156563147445398,7.091305732727051,7.091305732727051,390800,0.0,0.0
1986-07-23 00:00:00-04:00,7.1348121121803425,7.1348121121803425,6.960792304566188,7.004297256469727,1004000,0.0,0.0
1986-07-24 00:00:00-04:00,7.004293873624982,7.047798804517062,6.830274150056659,6.91728401184082,1071600,0.0,0.0
1986-07-25 00:00:00-04:00,6.917287352662649,7.047802208373265,6.873782400759111,7.004297256469727,688400,0.0,0.0
1986-07-28 00:00:00-04:00,7.00429559931343,7.134810424145357,6.939038186897466,7.047800540924072,414800,0.0,0.0
1986-07-29 00:00:00-04:00,6.9607909032903565,7.091305732727051,6.9607909032903565,7.091305732727051,278400,0.0,0.0
1986-07-30 00:00:00-04:00,7.00429559931343,7.047800540924072,6.873780774481502,7.047800540924072,459200,0.0,0.0
1986-07-31 00:00:00-04:00,7.047802208373265,7.1348121121803425,6.960792304566188,7.004297256469727,1213600,0.0,0.0
1986-08-01 00:00:00-04:00,6.960791563376402,7.047801457918607,6.786771774291992,6.786771774291992,1118000,0.0,0.0
1986-08-04 00:00:00-04:00,6.830276721563094,6.830276721563094,6.634504458843133,6.786771774291992,892400,0.0,0.0
1986-08-05 00:00:00-04:00,6.786772484872856,6.786772484872856,6.612752677568423,6.656257629394531,868800,0.0,0.0
1986-08-06 00:00:00-04:00,6.656257368113897,6.699762318232288,6.351722717285156,6.351722717285156,550400,0.0,0.0
1986-08-07 00:00:00-04:00,6.264711237665432,6.308216176815887,5.655642089559071,5.829661846160889,7560000,0.0,0.0
1986-08-08 00:00:00-04:00,5.873170973549426,6.221210734944948,5.829666003374986,6.177705764770508,2802000,0.0,0.0
1986-08-11 00:00:00-04:00,6.264712817048374,6.351722717285156,6.177702916811591,6.351722717285156,1428000,0.0,0.0
1986-08-12 00:00:00-04:00,6.3517218017578125,6.569246520996093,6.3517218017578125,6.5257415771484375,1155200,0.0,0.0
1986-08-13 00:00:00-04:00,6.5692491223735185,7.026051213664393,6.5257441612981975,6.743268966674805,865600,0.0,0.0
1986-08-14 00:00:00-04:00,6.786772727966309,6.830277681350708,6.525743007659912,6.612752914428711,762000,0.0,0.0
1986-08-15 00:00:00-04:00,6.6127514648437495,6.6127514648437495,6.395226745605468,6.5257415771484375,654400,0.0,0.0
1986-08-18 00:00:00-04:00,6.5692491223735185,6.873783849900768,6.438734239147555,6.743268966674805,606800,0.0,0.0
1986-08-19 00:00:00-04:00,6.786772484872856,6.786772484872856,6.612752677568423,6.656257629394531,2744000,0.0,0.0
1986-08-20 00:00:00-04:00,6.65625786781311,6.65625786781311,6.525743007659912,6.612752914428711,500000,0.0,0.0
1986-08-21 00:00:00-04:00,6.612750274456101,6.656255210472259,6.569245338439942,6.569245338439941,353200,0.0,0.0
1986-08-22 00:00:00-04:00,6.6127514648437495,6.656256408691406,6.5257415771484375,6.5257415771484375,286000,0.0,0.0
1986-08-25 00:00:00-04:00,6.612751934979412,6.612751934979412,6.351722253335488,6.438732147216797,766400,0.0,0.0
1986-08-26 00:00:00-04:00,6.395226745605468,6.5257415771484375,6.395226745605468,6.5257415771484375,408800,0.0,0.0
1986-08-27 00:00:00-04:00,6.525742287603801,6.525742287603801,6.395227441851725,6.482237339019775,686400,0.0,0.0
1986-08-28 00:00:00-04:00,6.482236845963667,6.482236845963667,6.351722010138895,6.395226955413818,286000,0.0,0.0
1986-08-29 00:00:00-04:00,6.351722717285156,6.438732617521939,6.308217767166765,6.351722717285156,1128800,0.0,0.0
1986-09-02 00:00:00-04:00,6.395227146148682,6.395227146148682,6.047187573569162,6.090692520141602,916800,0.0,0.0
